Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,AWESOME SOUND QUALITY,"June 5, 2017",Yes,just received my MPOW BLUETOOTH STEREO HEADSET RED... great sound quality... fits on my ears comfortably.... nice and snug.... worn for hours and no discomfort... love the folding feature and extra accessories and storage pouch.... don't understand what the fuss was about with earmuffs not fitting ears... the headband is adjustable and is adequate for average size... maybe some were irregular... only one kink my bluetooth feature is showing as paired on my GALAXY TAB E and my SM-T230NU but it doesn't connect to media.... so more investigating.... its not a deal breaker and i won't be sending it back... i love them... very fast shipping and in good condition upon delivery,1
5.0,These things are great. I have used them quite a bit thus ...,"August 28, 2017",Yes,"These things are great.  I have used them quite a bit thus far and they work well.  During travel, they block out airplane engine and cabin sounds well, even when not in use.  My tablet has a weak sound card and produces low volume.  These headphones have sufficient amplification to make my tablet useful in the airport and in flight.  So far (about a month) I have been on 8 flights with these headphones and had no issues.  They are pretty durable.  They get folded up and tossed in my backpack with my PC, tablet, kindle, food, and accessories bags.  I have not been especially careful with them, though I usually fold them up.  So far, they have not shown any signs of wear and continue to look and function the same as the day I got them.  You can't beat this deal.",1
5.0,Excellent quality for the price.,"September 8, 2018",Yes,"Excellent headphones. I purchased them a while ago, use them everyday. I use them for my audible books, iPod, and to watch videos on my laptop. These have great range, I leave what I am listening to in one room and can walk all over my house. I have owned two other types and they bothered my ears after a short time. These cover my entire ear and are very comfortable. Do need to rest my ears every now and again, but that is normal.",1
4.0,"Good build, bad audio quality!","March 26, 2018",Yes,Well built but the sound quality issssssss not good at all. My 8 year old turtle beach headphones sound better. Going to order something else and see if it sounds any better 90% sure I will return...Update: Ordered a different set of bluetooth headphones from another company and they sounded 10x better...Update2: The company contacted me and offered to send me a new set of headphones. The headphones they sent were the H5 model (https://www.amazon.com/Mpow-Cancelling-Bluetooth-Headphones-Memory-Protein/dp/B0798G3248). This headphone sounds great but fits a little tight on my head. Okay to wear for an hr or so but after that my head started to hurt. I am attempting to stretch them out see if it helps over time. Increasing my review from 2 starts to 4 stars since the new headphones sound great and they have great customer service.,0
3.0,"Lights flashing when in use, bothersome to me when watching movies","January 4, 2018",Yes,"They are just ok. I was super excited for these to arrive because I received Beats for Christmas and they sat on top of the ear vs over so my ears hurt and I returned them. I immediately opened my new headphones and put them on. They seemed really comfortable. I charged them and then decided to watch a movie later that night and that’s when I encountered my first issue and ultimately the dealbreaker. A light flashes on the right headphone making it quite distracting when watching in the dark, which I do every night. Due to this reason I will be returning them...Overall I’d say that if flashing lights don’t bother you, then get them. They are comfy for less that $50 and sound quality isn’t bad... The pairing process was pretty simple with my 7plus.",1
5.0,Bluetooth connect stopped working,"December 22, 2017",Yes,"I had originally left one star and a bad review because the Bluetooth on the headphones stopped working after a couple months, but the company reached out and contacted me and replaced the headphones for free, so that's really awesome. Amazing customer service and the new headphones work great. Will update again in a couple months. Thanks Mpow for replacing the headphones!",2
4.0,Expected quality for the price,"September 26, 2018",Yes,"Got these for my SO because the cats liked to destroy the cables on her previous headphones. Material seems cheap, but for once I think that has turned out to be a plus. The earpiece is soft, and the product overall is fairly light. I could wear these for hours before feeling uncomfortable. Even still, it doesn't feel like the plastic is going to snap any time soon, so hopefully it will withstand the cats..The sound quality is, quite frankly, mediocre. Nothing stands out about how these sound, good or bad. Because of the material, they do not isolate noise well. I could hear cats meowing in the next room while playing music. I have not had the chance to hear how the microphone sounds myself, but I made a call and the person on other end said they couldn't hear anything I was playing through the headset..As for battery life, I used the headphones for about 5 hours on medium volume starting from 100% charge. My phone says the battery is at 80%, which is a little better than the listed product specs. I expect the battery life to decrease with use as with any wireless device, so I'm glad it's starting off strong...Nothing too special overall aside from the price tag. If you're having difficulty picking a color, this particular shade and texture of red is very toy-like. If that sort of look bugs you, I recommend picking a color option with a black or gray inner lining.",0
4.0,centrally located and easy to quickly hit when I need to pay attention ...,"April 22, 2018",Yes,"Pros:.Connects to two devices. Handy, since that means I can connect it to my phone and my tablet when I'm at the office..""Good enough for work"" sound quality..Play/Pause button is large, centrally located and easy to quickly hit when I need to pay attention to something else..Not noise cancelling, but the sound isolation is pretty good. Sometimes I leave these on at the office, even when nothing is playing... just for the added quiet..Quick to charge, but I love that I can attach a cable and run them corded if I need to..Cons:.Started to get an odd buzz/hum in the left earpiece intermittently. A minor annoyance, but stands out when listening to speech (i.e. podcasts). Honestly, that's about the only thing negative I have to say about them.",0
5.0,Fantastic Headphones,"October 19, 2018",Yes,"I've only had these headphones for a while, but they are great for the price. The sound quality is excellent. They have plenty of bass for the genres of music I listen to. Battery life is great. They connected with Windows 10 without a problem. You can control the track, volume, and pause the songs with the buttons on the headphones. I use Windows Groove, and they interface with that music player seamlessly. iTunes is a little different story as you have to change a setting in iTunes before you can play through bluetooth...I would recommend these headphones to anyone. They are not Bose or Beats, but they also don't cost $300+.",0
5.0,"Good sound and feel, everything else is terrible!","April 27, 2018",Yes,"THIS IS AN UPDATED REVIEW (was previously 2 stars).I was excited upon opening the box to find that these headphones felt heavy and of good quality. When I put them on while laying down the weight causes them to fall off, okay, somewhat annoying. When I put them on to watch a movie on my iPad because my husband is asleep (why I got the headphones in the first place), there is the brightest flashing coming from the side of one of the headphones. So then I am searching for electrical tapes to cover it up so I don’t wake him up. Okay, now I’m more annoyed. The next time I go to use them, the buttons that you press down to turn on/off and connect the headphone wirelessly are almost impossible to engage! I lost it at this point. The point of a pair of wireless headphones is to make your life easier, not an epic frustration. The only reason there are any stars is because they feel good and the sound is good, not that I can get them to work now...Update:.The company reached out and replaced my headphones with a new model (the MPOW H2) which work much better for my purposes. The light on that one is very dim and small and is no trouble in the dark if that is a concern to you. Also, the buttons on that model are all separate and easier to press. I am very happy with the exchange, and think that the previous set of headphones was just a defective pair given the majority of positive reviews. A good company!",0
5.0,Almost a year of crazy durability and great sound quality,"October 22, 2018",Yes,"If I could give it ten starts I would.I bought them for $30 and I have tortured these headphones for almost a year now. I’ve worked out in them every day, done long runs in the rain and wind, dropped them countless times, and by some miracle they keep going. Eventually the material that holds the foam on the headband started to come apart. I think the adhesive started to give out during long runs in blazing heat. I just duct taped it in place and never stopped using them..Beyond durability they have amazing sound quality, and just as important they have incredible timing. Most Bluetooth headphones in this price range aren’t worth using for watching videos because people’s mouths and the words never line up. This is NEVER and issue with these headphones. I’ve Loved these things almost to their death and when they finally go I’ll be buying again!",0
2.0,"Comfortable, stylish and loved the controls, but defective out-of-the-box. Returned.","March 19, 2018",Yes,"Loved the frosty pink color and controls on the ear pieces, but unfortunately the pair I received was defective. I was recommended this pair by a co-worker who has the black/red color scheme - he never had any issues, and raved about the comfort of all-day wear as well as the great battery life. Out-of-the-box, these came with a horrid static sound in both ears. I was able to successfully pair with my work computer and had no other issues playing music and YouTube videos, but the awful static was constant and relentless no matter what settings I applied. To better test, I put on another song and went back to my old wired over-the-ear headphones - the sound was fine as it always had been. Sadly, I had to return these :( Maybe I'll try again one day.",0
5.0,Comfortable and easy to use.,"February 2, 2018",Yes,I bought these for a very long airplane ride and I love them! They have great sound quality and their noise cancelling is comparable to the more expensive headphones. I love that they have the option to be Bluetooth or plug in because sometimes it’s nice to not use so much battery by having the Bluetooth on on my cell phone all the time. The battery lasted a long time and they are very quick to charge. They are easy to set up to use with both an iPhone and an iPod. They are very comfortable and even after a few hours of wearing them they didn’t hurt or become irritating like some other brands I’ve tried. I also like that they fold up and come with a carrying case for easy storage,1
4.0,Solid headphones at this price point.,"July 29, 2017",Yes,"I got these because I evidently have oddly-shaped ear canals and ear buds are always uncomfortable for me. I enjoy them a lot so far. The sound is clear (though could use a touch more lows/mids) both from the headphones and from the built-in microphone. The controls on the side that allow you to adjust volume/skip to the next track are nice, but not entirely practical as you can't see them when they're on your head. I've only tested the range as far as about 15 feet, but they worked great with the exception of a small hiccup or two. They're also super simple and quick to pair with your device (mine being a Samsung Galaxy S8). Only reason I hesitate to give five stars is because the top of the headphones, even with the padding, is just a tiny bit uncomfortable. Otherwise, great buy, especially for the price.",1
4.0,Obnoxious flashing blue light!,"November 27, 2017",Yes,I received these yesterday and used them last night. I have a hard time sleeping because of my anxiety so I listen to light hearted shows to shut my mind off so I can fall asleep. To my dismay after I shut the lights off and closed my eyes to try and fall aleep there was an obnoxious flashing blue light. I quickly realized it was coming from the headphones. I got out the booklet to see if it could be turned off but no it can’t. It flashes every six seconds when they are on. WHY??? It is obnoxious. The flashing even woke my husband up. Whoever thought that a constant flashing blue light was a cool feature to have must not have thought about how annoying that was going to be in the dark. Other than that they have good sound and are fairly comfortable to wear.,2
2.0,Poor sound quality while using Bluetooth/does not come with appropriate hardware.,"May 5, 2018",Yes,"Be aware that hi-fi is no supported over Bluetooth. The sound quality drop is very noticeable while using Bluetooth and only becomes high quality when using the TRS cable to connect to your phone/controller/stereo/etc...Also, speaking of TRS cables (Tip, Ring, Sleeve), it does not come with the proper 3.5mm cable. It should come with a 3.5mm TRRS cable (Tip, Ring, Ring, Sleeve). A TRS or TRRS is simply the connector at the end of a pair of earbuds. Some of these have two rings, which is a TRS (confusing, I know), while a TRRS has three rings on the connector. TRRS supports a microphone, whilst a TRS does not. The cable that comes with these headphones is a TRS, which means WHILE PLUGGED IN these headphones do not allow use of the microphone...Do not buy these for a gaming system as the Bluetooth is not supported (looking at you, PS4 players). Also, you can not plug it into your controller as the microphone is not supported while it is plugged in using the TRS cable it comes with. I have not yet tried buying a TRRS cable yet to see if it will support the microphone, but I will soon.",1
5.0,Warm sound with plenty of bass,"September 3, 2017",Yes,"A very warm sound with plenty of bass but nowhere near as boomy as Beats.  Controls are fine and easy to access.  I have mainly listened to classical music and for that, it is fine.  Timpani sound really good.  It is typical of bluetooth phones.  That is, it no way has a 30 feet range.  It is more like 12 feet before you get dropouts when you turn around.  Maybe you can get 30 feet if you have a direct line of sight with no obstructions of any kind and without reflections.  However, it is as good as any of my bluetooth phones.  I never have a problem when I have my iPhone in a pocket with me.",1
5.0,They have been great. Had for about 6 months now,"January 20, 2018",Yes,"Bought a set for each member of our family to get away from corded headphones with their iphones for Netlfix, Youtube, audiobook, etc.  They have been great.  Had for about 6 months now. Still hold a charge, chargers work well.  Did have one charger cable fail (we had bought 4 sets of these headphones).  So the cable didn't last as long as the headphones. Have 3 other cables, but also have some other cables that fit as that end is somewhat common (e.g., my portable battery for recharging, an Anchor product, has a compatible cord, so I can use that).  On the whole, very happy with this.  Sounds nice, dampens outside noise when wearing. wifi range is good. connects and disconnects easily with one button push (or hold).  Worth the price in my opinion",0
4.0,Three Week Review,"November 15, 2017",Yes,"I have used the headphones for several weeks now.  The good is I have had no problems connecting Bluetooth.  So far I have connected to iPhone 6 plus, Samsung notebook, and iPod touch.  The sound adjusts well but I am still becoming accustomed to setting the volume on the ear piece.  The sound quality is acceptable for me.  I have listened to audio books, music, you tube with no sound issues.  I have listened to a seminar online and skype on my notebook where the sound was muffled and low quality.  I assume the problem is with the Notebook.  The headphones work great with Skype on my iPhone.  Overall the headphones should meet my expectations.  Hopefully the quality is such that they will last for a several years.",1
4.0,Really good for the price,"December 29, 2017",Yes,"If you have a big head, these can run a little tight if worn for extended periods of time...Sound is good and connects easily to your devices. They are a little bulky, so I took off a star for that. They hold a charge for quite a long time and use a micro USB cord. They get good range in my apartment, but not sure max distance. I like that you can skip and change volume/pause/play from the headphones instead of having to do it on your phone. They are some of the cheapest Bluetooth earphones and are surprisingly good for that price.",1
4.0,I would buy this product many times over (have not used long term untested),"April 11, 2018",Yes,I would give this a full 6 star review is i could but . It does not fit will with glasses unlike some others can and that is not a large problem just a small one due to the way the design is I don't have any marks or warping of the glasses so that is why i have given 4 stars ...However the sound Quality  is worth 10 stars . The fit of the headphones even with glasses is breathtaking i truly enjoy wearing this product.The easy of connecting it to the laptop was fast and took no time . How ever the power button being 5 seconds to push is slightly annoying.But I have other products that are like that and you get used to it . truly a great design with a MOST AMAZING PRICE THANK YOU...Thank you,0
5.0,Great price on a very good product,"November 30, 2018",Yes,"Great price, you cannot get anything cheaper and these work fine! NOTE: It took me a day to figure out, I had seen many, many reviews claiming after pairing with iphone when you are done you cannot turn off the headset! SOLVED- Turn off the headphones from your setting, tap bluetooth, find the headset, then tap on it and it asked if you want to disconnect, check yes and the headphones turn off!",1
2.0,Volume Does Not Work in Wired Mode,"October 17, 2018",Yes,"The volume control does not work when the headphones are connected to a device via cable.  Volume only works when the headphones' battery is charged and the product is operating in Bluetooth mode...Nowhere is this shortcoming mentioned in the product description on this website or even in the user manual that came with the product...I have an old ratty pair of wired headphones that I wanted to replace which I plug into my TV that does not support Bluetooth.  Then I thought I would use the Bluetooth mode with other devices, like my laptop and iPod.  But having a volume control that does not work all the time is a deal breaker...I am returning the item.",0
5.0,Great headsets for a reasonable price,"August 5, 2017",Yes,"Recieve 2 sets quickly. Have used only for a little over a week now but extremely happy so far. Am impressed with the apparent strong structure of headset, ease of following directions and the sound quality. Also the included cords for charging and wired direct are made with heavier wire than I have used in past, giving a more stable connection....Second headset was used after my first review. It was defective and returned. Received a replacement within 2-3 days, headset has been working perfectly for about a month. Completely satisfied with operation, looks ,durability .and reasonable price for these sets.",1
5.0,"Great sound, comfortable, long battery life","February 14, 2018",Yes,"Amazing sound, comfortable to wear and they have a long battery life.  I bought these to drown out the noise in my office.  These work almost too good as I have had people walk into my space and stand directly behind me, talking to me, and didn't know they were there.The sound quality is much better than I expected from a headphone at this price.  The only negative, they aren't all that comfortable to wear with glasses, but that's a hard thing to obtain with over the ear headphones (not to mention glasses break the seal so they aren't all that noise-cancelling). Best yet - if you use the 3.5mm cable you don't even need to have them charged for them to work. I can almost make it 10 full hours on a single charge.  Very well worth the money.",0
5.0,"Better than the Cowin E7s, better deal than the Bose","September 10, 2017",Yes,"I have the Bose QuietComfort 35s, the Cowin E7 Active Noise Cancelling headphones, and these. These are definitely the best bargain. The sound quality isn't as good on these as on the Bose, and neither is the noise cancelling (which these don't do actively, just by sealing out sound). But the difference honestly isn't that big. And these are as good as the Cowins on both fronts, in my opinion. Like the Bose, but unlike the Cowins, these Mpows are super easy to pair and use. I wear them at home and in the gym and even when I do sit ups these stay on pretty well. Highly recommended.",1
5.0,Bluetooth Headphones,"July 3, 2018",Yes,"I've had these for about a week now. For the price, I think these are fantastic. They're comfortable, easy to use, work well as a microphone, and overall do just what I want them to do. I listen to mostly podcasts and audiobooks, so I can't really speak to how music sounds on them, but I would recommend these to anyone looking for a less expensive alternative to Beats or Bose. They're big, and they're bulky, but it doesn't bother me. I do wish they came with an actual case, and not just a clothe bag, though, because there's no way they'll be kept safe in that. I did order a case, but it hasn't been delivered yet. Overall, I'm very happy with them.",0
2.0,"NOT for gaming - Mono sound quality, and a crappy Mic.","October 31, 2018",Yes,"The headphones don't support AptX, and therefore if you want to use the mic, then you MUST have them in Mono sound, not stereo.  So either you have good audio and no mic, or you have crappy audio with a poor mic...The mic is a shotgun-mic, so it picks up noise in the background and causes a feedback loop that makes a constant hum.  There's also static in the headphones, even when you aren't listening to music.  And the optional audio cord is only 3ft long, so you're screwed if the PC is under your desk...OH, and if you accidentally use a different charging cord, like one for your cell phone, then the headphones might catch fire!!  It's a big warning when you open the packaging.",1
5.0,Perfect headphones,"January 21, 2018",Yes,"I don't think I've ever written a review on Amazon before (Maybe a 1-star review somewhere for a product that pissed me off)..But I couldn't resist writing something quick for these headphones. They are absolutely amazing. For a $36.00 pair of headphones -- WOW...The comfort is unreal. I wear glasses, so I've always struggled with over-the-ear headphones; they typically drive the frames of my glasses into my temple, and end up giving me a headache within 30 minutes. These were delivered to my door this morning at 11:00 AM; it's now 6:00 PM, and I haven't taken them off once. The padding is amazingly soft...The sound is fantastic as well, for $36, it's unbeatable in my opinion...The tech is what amazes me as well. I'm able to pair both my laptop and my phone, and switch between them with ease. I'm able to answer the phone &amp; talk on the phone with the headphones (it has a built-in mic). I'm able to tap the button on the headphones and yell at Siri as well, which is awesome...These are great, I'm about to buy another pair for my girlfriend as well.",1
5.0,Husband loves them!,"December 30, 2017",Yes,"I was very very excited to get these based off the reviews I read here, and though the sound quality is great, it hurts my head when I have them on even for 15 minutes, it feels like it's clamping on the sides of my head, OUCH! 😣 Other than that, I think they sound great...[UPDATE] (1-11-18)..Patazon contacted me after I complained about the MPOW 059's hurting my jaw/head, and they were amazing! They apologized and offered me the newer version of these headphones (MPOW H1 - https://www.amazon.com/dp/B076HPB1HQ) which are supposed to provide more comfort for longer use. I just received those today, and have been using them on and off for hours. No complaints whatsoever!!! I LOVE them! They sound just as great as the 059's and I feel zero discomfort! They're very soft against the ears and sound amazing. The song I like to use to test out headphone quality is Believer by Imagine Dragons :D  I didn't want the other pair to go to waste so my husband decided to use them, and he says he feels zero pain with them, so perhaps my head is too small??? We are both very please with our new headphones, and I am even more impressed with the customer service from Patozon!",7
4.0,Seller is willing to make things right. I respect that.,"June 27, 2018",Yes,"Update: I was contacted by the seller and they offered to send a different model as a replacement. Because this model that I originally bought was not in the best working order, I can't give 5 stars, but I'll give 4 because the company was willingly to work with me. Even if the product isn't perfect, I can respect a company that wants to make their customer's experiences a positive one. Thank you for that..If you do buy this product, just know that I had pairing problems with Apple products, never tested with windows. Upon watching a video, the voice would be out of sync at times and on higher volumes there is annoying static. Maybe my headphones were just defective, so knowing all of that, buy at your own risk. Even if you get a bad one, the company will work to make it right.",0
5.0,Great Sound and Very Durable!,"October 14, 2018",Yes,"Fantastic battery life - I've taken these on 9+ hour flights no problem. They sound great and block just enough sound to stand long flights, but not too much that I can't hear cars while on my skateboard. Which brings me to the thing I like most about these headphones. They are SUPER durable. I've had these headphones for just under a year and a half, and in that time, I've taken enough falls off my skateboard to really determine their strength. They don't usually go flying when I stumble, but I took a few really bad falls without doing any damage to the casing. They finally did crack after the 1 year mark when I fell and broke my hand, but they still work perfectly. So well in fact, that I put off getting a new pair until just over a week ago. I thought it was time to give them a rest. The new pair work just as well, so far. Will purchase again!",2
3.0,Just Meh,"February 6, 2018",Yes,"I was looking for cans that were comfortable affordable and sound good.  I took a chance on these based on reviews and have to say I am disappointed..  And it’s past the window to return them (sigh).  In all fairness, these are well made and certainly seem sturdy enough however....Comfort: Epic fail here.  After about 20 to 30 minutes of use they hurt!  Adjusting the head band doesn’t help..Cost:  Only reason I even gave these 3 stars.  The price is right AND if you aren’t expecting much AND if you have a smallish head these might suffice....that being said.....Sound:  While the sound of these is decent,  they are bass heavy and seem unable to handle some musical styles.  The treble is almost too crisp and  midrange gets lost.  Just as 20 to 30 minutes was enough for these to be uncomfortable, so did the sound hurt my ears.  I am not an audiophile but do recognize good sounding headphones. These are ok but not great.  Perhaps I was expecting too much at this price range...I really wanted to like this product but ultimately I will be looking for something better...*****Update 3/23/18****** -  I updated  this to a 5  for the following reason  - First and foremost - excellent customer service.  Shortly after I posted this review, the seller (Patazon) contacted me to ask if i would be willing to try a different set  and i agreed.  I received these  headphones : <a class=""a-link-normal"" data-hook=""product-link-linked"" href=""/Mpow-H2-Bluetooth-Headphones-w-4-Equalizer-Modes-Both-Wired-Wireless-Headphones-On-Ear-HiFi-EQ-Headphones-Bluetooth-Headset-with-Mic-for-Cellphone-PC-13-Hour-Wireless-Use-BLACK/dp/B0777P577D/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mpow H2 Bluetooth Headphones w/ 4 Equalizer Modes, Both Wired &amp; Wireless Headphones On Ear, HiFi EQ Headphones Bluetooth Headset with Mic for Cellphone/PC, 13-Hour Wireless Use(BLACK)</a> These headphones were exactly what i was looking for!  Great sound, comfortable and an excellent value.  These headphones are as close to perfect as you can get at this price range!!  Thank you Patagon for caring about me, the customer!!!  ( I will soon do a more detailed review of the new headphones referenced in this update and will be giving them a solid 5 stars.)",0
5.0,Best Bluetooth headphones I’ve ever had,"August 31, 2018",Yes,"I’ve had beats and skull candy headphones before, but they don’t compare to the mpow ones. I’ve owned my pair for about a year now and they work wonderfully. The battery lasts me most of the week, and I use them for about 5 hours a day. I’d say you can easily get around 20 hours of battery life for only about an hour or two of charging. I also love that they can be wired or Bluetooth, because even if I run out of battery I can still use the headphones corded. They’re pretty comfortable now, although they take a little bit of time to get used to, about a week of regular use. Lord knows I’ve dropped mine several times (I’m a bit of a klutz), but there isn’t even a scratch on them. I would definitely recommend these to anyone who wants quality headphones without paying over $100 for them.",0
5.0,Worth the money,"June 2, 2017",Yes,"They say you get what you pay for and in this case you get a wee bit more. Superior sound quality for the price, comfortable to wear for extended period of time. What I like the best are the control buttons, I have big ole fingers and the buttons are just as big and my finger is not pushing two buttons at the same time like many other head pones I have had in the past. Great base and not over powering in Db's. For $36 they are well worth it and I would recommend these to anyone one a budget, not all of us can afford the $300.00 head phone.",2
5.0,Buy these.,"August 22, 2017",Yes,"I was hesitant to buy these based on the price. I figured that since they were $37, they would be terrible. I was wrong. The. Artery life exceeded my expectations. The fit is great. The fact that they fold up and fit in my backpack is awesome...The only thing that I find wrong with them as far as I can tell is that they sound a little muffled and bass heavy. This is just my opinion since I listen to more rock-type music...Great buy, would recommend. They also work great at the gym. Another plus is that if you lose, or break them, they were not expensive.",1
3.0,"Excellent for awhile, Right speaker now broken","March 17, 2018",Yes,"First review:I love these headphones, have been in almost constant use for three months after purchase for my christmas present to myself. I love the sound quality and I am satisfied with the range. I often use the headphones for several hours at a time, and they are great to drag around my college campus. There is, as I found out in the instruction manual, a 1 in every 6s blue flash to show that the bluetooth is connected which does not bother be but is not information I was able to find before purchase and might change some people's minds (one of my friends was considering them before seeing this)..Update: Now it is about 4.5 months later, and I am disappointed to say that the right speaker is at about 1/4 the volume of the left speaker. I do not know how it happened but it is very annoying and I love them so much that it makes me sad that they are mostly broken now after less than half a year. I guess I might get another pair eventually but that is alot for things that break so fast.",0
4.0,Great headphones but treble is dull,"December 14, 2017",Yes,"These are great BT headphones for the price, I just didn't like that they sound a bit flat to me. I read many reviews before choosing these but honestly, my cheap BT earbuds have better sound quality. I wanted an over-ear set to drown out background noise in my workshop, and they do a good job of that and are very comfortable but the highs aren't very bright. The bass is fine but I enjoy crisp cymbals and other treble-y sounds in the music I listen to and these just don't deliver that. I'm giving them to my grandson for Xmas now and looking for a better set lol.",1
5.0,Best Bluetooth headphones at this price point,"December 30, 2017",Yes,I use these at the gym so when I'm busting out 9000lb squats and grunting like a hyena the complaints I hear from fellow fitness doers falls on my deaf ears. Bluetooth works at a good distance. Battery lasts for I think is almost forever. Buttons are responsive. I initially had Bluetooth difficulties where it would not play music for like a 1/4 a second but that problem has disappeared. I run with them and they stay put very well and not gosh darn heckin cord to worry about which is a plus. The head size adjustment is solid and doesn't shift unless you want them to,1
4.0,"Comfy, high quality for price, good battery, long-lasting battery, but large and clunky","November 9, 2017",Yes,"Decent sound quality, especially considering the price. The headphones are fit nicely on my enormous head, and are very comfortable around the ear; they don't squish your ear against your skull like some headphones do, limiting you to only being able to wear them comfortably for a couple hours. I have had these headphones on for as long as 8 or 9 hours (speaks to how great the battery is, too), without feeling discomfort around my ears. Additionally, the Bluetooth connectivity with my iPhone 6s and 2012 MacBook Pro works without error every time...My only complaint with these headphones is that they are not the most stylish, though they seem to be the most functional for the price. I would prefer to wear more low-profile headphones, but these are on the larger side, which makes me feel like they stick out a little been when wearing them in public. Regardless, I would still recommend these headphones if you're on a budget.",1
5.0,"Extra great for my rough 11yo son! Good sound, good looking and durable!","September 23, 2017",Yes,"I bough these for my 11yo son who goes through a pair of headphones every 2 weeks. He destroys every single pair he has had. So far, these are holding up very well. He loves them. He keeps them charged and will plug them in sometimes, just because...He loves the look of them and how durable they are. He ends up shoving them in his backpack, which is a war zone. They are very durable and are taking the hurting he puts on them...The sound is clear and muffles the sound enough for those sitting next to him to only hear a little bit of the sound when he has the volume jacked up.",1
5.0,These headphones are great they have a soft protein memory that is super ...,"January 29, 2018",Yes,"The Mpow Wireless Headphones and are bluetooth compatible, but also include a 3.5mm detachable cord for people you prefer wired headphones. These headphones are great they have a soft protein memory that is super gentle around the ears and on top of the head. These headphones have an amazing range of 33 feet and have an excellent driver of 40mm on each earmuff. The bass on these headphones is amazing it is like you have a subwoofer on your ears, when I was listening to a bass test I could feel it on the back of my neck. The only thing that I dislike of this headset is that the headband starts to slightly hurt after about two hours on your head. On Amazon these headphones are $34.99 and at Walmart they are $37.99. These headphones have amazing quality and are great for traveling, if you need to save space in your small bag these are great. Also if you like to use your headphones or earbuds for calls these are fully compatible for bluetooth calling and also if you prefer wired headphones these have a detachable cord. When you receive the package you will find the Mpow bluetooth headset, a 3.5mm detachable cord, travel bag, and a charging cable. Also these headphones have a battery life of 13 hours when fully charged and a 15 hour battery life when you use these headphones for calls, and have infinity hours when you use the wire. The headphones feel amazing they are super comfortable and plus I have a big head and these are a great fit without being uncomfortable on my head. I have dropped these headphones a few times and they are super durable I mean I obviously have not dropped them off a building and they are perfectly fine but just a few feet off of the ground without any damage. These headphones are probably directed more towards young adults like teens and adults that like to take calls with your headphones or just chilling and listens to your jams. These headphones I would definitely buy them again because they are super comfortable and are suitable to me style of living and listening to music.Also this product is worth the buy because they are amazing, they work perfectly the fit amazingly and they are fully compatible with any device that is able to connect with bluetooth items.",1
5.0,The best headphones I've ever owned,"May 13, 2018",Yes,"These are easily the best headphones I've ever owned. Now, I'm no audiophile, so I've never spend over a hundred bucks on a pair. But I appreciate good quality, high-bass, deep audio for my music, especially while programming...Beautiful sound.  Very comfortable and fully adjustable, great quality and excellent, modern but not d**chey look. Great, clean and strong bluetooth connection, pretty quick to charge back up. They frickin plug in too and do not require power when plugged in, as they come with a male-male aux sound cord! I use them plugged in on planes, when the battery is dying, etcetera...Anyone who buys the hyped up Beats when this is on the market is a sucker.",0
5.0,Most bang for your buck; no problems worth writing home about,"August 31, 2017",Yes,"These headphones fit well (I don't have big ears, but I can never find hats, etc for a head as big as mine). If your ears aren't too big, you can wear it for hours and hours with no discomfort...Good sound quality. Blocks enough sound, too, that I'm not distracted in a room full of people, but, with the volume at around 40%, I can still hear someone calling my name (perfect!)...Battery life is ridiculously long. Bought mine more than a month ago, been watching a TV show or two with it every day, and it's still at 45% power! (Truth is, it's been so long, I forgot where I put the charger! I hear an Android phone charger works just fine.)..No connectivity issues. I use it with my phone (Android) and laptop. Decent range. Unobstructed, you can get signal across a room from your device, but I do get the occasional tiny pause in my music when my phone is in my pocket and I bend or turn, obstructing the signal...The pause/play button doesn't work as you'd expect for all applications (works perfect for my music app, but only works as a pause for my video apps--Hulu, Prime)...Overall, an excellent pair of headphones, especially for their price range.",1
3.0,Don't buy these!,"April 27, 2018",Yes,"Update:  May 29. 2018- After the company sent me back the headphones, they still didn't function properly after first charging them.  HOWEVER, when instructed to try them on different devices a couple of weeks later, the headphones worked just fine.  I haven't had a problem with them sense then.  The company was very helpful and bent over backwards to make sure I was satisfied...April 2018-Received the headphones earlier today.  Charged them as instructed and was excited to try them out.  Plugged them into my laptop and started playing youtube music videos.  Volume was low on the headphones and I couldn't hear the voices in the song, only the music.  There was also a distorted sound in the background.  Very disappointed!",0
5.0,Great headphones for casual listening,"January 10, 2018",Yes,"These headphones work for my purposes. I like to listen to audiobooks while I do household chores and these work great for that. They're comfortable for over an hour, and if they get uncomfortable after a longer time I can just adjust where they are sitting a little bit and it's comfortable again. I like the over-ear design...I'm not a sound connoisseur, so they sound just fine to me. They do block some amount of noise, and in fact I would not want headphones that block it completely because I need to still be aware of what's going on around me...The Bluetooth functions were easy to set up. Just had to read and follow the instructions step by step.",1
