Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,This is the BEST blender I've ever owned,"April 6, 2015",Yes,This is the BEST blender I've ever owned! So powerful. Easy to use. Not sure why there is a counter on the digital face that shows how many times it's been used - that's strange! But other than that it's a great appliance! Would buy again.,0
5.0,"Great blender for smoothies, applesauce","January 30, 2012",Yes,"This blender is great for home use.  I can easily make a smooth blended drink from frozen berries, bananas, and other ingredients.  Great consistency.  Loud, but not any louder than you'd expect -- put some rubber underneath it to cushion the noise.  Great for making applesauce!",0
5.0,Five Stars,"May 15, 2017",Yes,I use it multiple times a day for everything from smoothies to hummus to making rice flour.,0
5.0,Expensive but worth it.,"December 31, 2014",Yes,"This thing is freaking amazing! Used every day. Nothing that goes in is wasted. Everything comes out very smooth. Very, very easy to clean. Expensive but worth it.",0
5.0,Good and easy to clean,"June 10, 2009",Yes,I love this machine! Powerful and versatile. And the best of all is how easy it is to clean it--just rinse it under the faucet. Since I use it daily I don't think I need to use soap. The big question now is how long can this wonderful thing last. I hope the metal parts are durable.,4
4.0,Prepare for blastoff - you're in the mix,"October 15, 2014",Yes,It does the job.  I think it's better than a Vitamix because of the programmed settings so it turns off by itself and you can walk away from the noise.  Why is this not five stars?  Exactly that...the noise.  This thing sounds like a jet taking off.  I think they could improve the acoustics.,0
4.0,makes everything--except maybe ice cream,"December 18, 2012",Yes,"I bought this so I could make my own ice cream for my daughter, who is allergic to 14 food families.  It doesn't.  It makes nice slushies, though.  I have made so many awesome things my food processor can't touch that I kept it.  It's good.",0
5.0,"Yes, it does blend","February 3, 2015",Yes,"Amazing.  We're on a whole juice / smoothie kick in the house and man this thing does the job.  Love the power, love the style.  Highly recommended.",0
5.0,Five Stars,"May 16, 2018",Yes,This is an amazing multi-tool that does it all.,0
5.0,I highly recommend.,"January 18, 2018",Yes,Strong blender. I've made soup and smoothies.  I highly recommend.,0
5.0,I love my blender I could do all kinds of stuff with it,"July 16, 2018",Yes,I love my blender I could do all kinds of stuff with it,0
5.0,Yeah it's worth it,"February 14, 2015",Yes,"It literally blends everything. It'a fantastic and comes with a book of recipes that covers everything from margaritas to bread, ice cream mixes and milk shakes, green smoothies and delicious smoothies.",1
5.0,Lasts a long time!,"January 6, 2017",Yes,I've had it for 10 years now. Great product.,0
5.0,Love it!,"August 1, 2018",Yes,Love it and a best price I've found!,0
5.0,The best thing I have done in years was to buy ...,"July 31, 2014",Yes,The best thing I have done in years was to buy the Blendtec Total Blender.. I use it every morning to make a smoothie and I feel fantastic. I got a terrific bargain and it arrived in a timely manor with everything.....even the recipe book. I couldn`t be more pleased.,0
5.0,high speed blender,"February 3, 2014",Yes,"I love this blender.  Haven't put anything in it yet that it didn't do an excellent job on.  From smoothies to just chopping up tomatoes, It does an excellent job.  I couldn't be without this blender in my kitchen.",0
5.0,Love my Blendtec!,"September 2, 2018",Yes,Researched for months and glad I picked out this model. Love the soup setting too! Not sure why I waited so long but I'm glad I have it now. LC,0
5.0,100% love it!,"June 29, 2013",Yes,"I had been researching juicers for a while, and stumbled on the blendtec. After reading about it, I was ready to purchase. It has exceeded my expectations. We mainly use it to juice, but the other options are amazing. My favorite part is the fact that it juices/blends all the seeds I put in. It even breaks down chia seeds! You get what you pay for and it's worth every penny! The cleaning is extremely easy as well! Love, love, love.",2
5.0,Five Stars,"July 18, 2015",Yes,I am absolutely in love with this blender!.Highly recommended!,1
2.0,Blendtec quality,"December 5, 2018",Yes,"I was told this blender is going to be new, but the jar have scratches and it did not came in blender original box. Very disappointed.",0
5.0,More than just a blender- it does it all!,"December 13, 2009",Yes,"The Blendtec Total Blender is the way to go if you are serious about your health. I know, the thing is crazy expensive, but you are getting so much more than just a blender. This thing capable of supporting, on it's own, a life style of healthy eating.  You might as well order The Green Smoothies Diet as well.  It's not the best written book but there is a lot of great information in it.  Go ahead, spend the bucks and quit thinking about it! :)..For some quality entertainment- go to  [..] and watch the ""will it blend"" videos.",3
5.0,Best Juicer/Blender on the market,"December 6, 2013",Yes,"This product is far superior to any and all of its competitors. Makes ice-cream, soups juices and more! Not as loud or messy as I expected and works like a charm. It practically cleaned itself!",0
5.0,Five Stars,"July 22, 2018",Yes,Incredible and very strong blender. can handle frozen fruits and ice.,0
4.0,Freakin' Wild and messy Animal !,"December 29, 2016",Yes,"I have never owned such a powerful machine.  I wish they would have put more quality into the base and used a glass pitcher.  It's all plastic and too lite.  It jumps around like a rabid animal.  I mean, it does a great job and I wish I could give it 5 stars but I can't.  Too much plastic and what the heck.....the lid has little holes around the lid handle. For ventilation I guess, but your mixture spatters out of those holes every time. So annoying and freakin' messy. Like cooking isn't messy enough.  Good but not perfection.",2
5.0,Love it.,"July 3, 2018",Yes,Makes smoothies as if you were at Jamba Juice. Easy to use. Easy to clean.,0
5.0,Blendtec blender,"December 30, 2016",Yes,I bought two for my restaurant and they are great. I love that it can be programmed for a certain blend and then it stops after it's done. I have a Vitamix at my bakery but when that one breaks I will buy a Blendtec,0
5.0,Five Stars,"April 12, 2018",Yes,Omg amazing can’t believe i went this long without it,0
5.0,Very good I loved,"November 9, 2018",Yes,"I already take my shakes smooth and without lumps, I love its power.",0
5.0,better best,"August 20, 2013",Yes,I bought this for my brother who has just gone over to the Vegan lifestyle... I have had the same model for two years and love it. Good food for a good life.,1
5.0,I love that this has so many uses - use it ...,"March 8, 2017",Yes,"I love that this has so many uses - use it mainly for smoothies but have also used it to make soup, batters, etc",0
5.0,Great product,"December 30, 2017",Yes,This really makes very smooth whole juice! Great product,0
5.0,Great buy,"July 15, 2018",Yes,Used it over 350 times so far. It can mix anything - from almonds for almond milk to your daily milkshake. Love it.,0
5.0,Great product,"May 25, 2013",Yes,"I have been using my Blendtec less than a month but love it. Much better than another smoothie maker I had used for several years. I have made several smoothies, soup, gazpacho and whole juice. Plan on grinding wheat berries for whole wheat flour this weekend. The blender does awesome on green smoothies that I drink. It is my number one go to now for improving my health.",2
5.0,Great product,"November 25, 2018",Yes,Love this blender. Ive had this for several years now and it still runs smooth!,0
4.0,Great,"February 19, 2014",Yes,"have used this for over a year now, works as a hi end blender should!.no problems at all. only think i would likes a glass.",1
5.0,Best blender I have ever owned,"July 3, 2015",Yes,This refurbished blender came with the original 7-year warranty. I use it every day for my protein smoothies. Best blender I have ever owned.,0
5.0,A++,"December 13, 2014",Yes,"tl;dr: Extremely happy with my purchase; Strongly recommend it to you...Item arrived on the designated day indicated when I purchased it. Out of the box it was in great shape, no defects or visible problems. Followed the instructions on how to clean it before first use, which was an easy process...Then Margaritas. Lots and lots of Margaritas. Emptied most of a freezer's worth of ice into the gaping maw of this Blendtec beast, and it's stainless steel teeth obliterated it into smooth whipped frozen goodness. Occasionally we'd throw it a curve-ball and make a Daiquiri. From what we can remember, our new Blendtec significantly contributed to our happiness that evening...The next day the Blendtec was put to task making extremely smooth protein shakes. We also got bored after eating a watermelon and discovered that the Blendtec could puree watermelon rind. This prompted a spirited game of Will It Blend...Blendec - 17.Misc Items - 0..Used it almost every day since. Made a killer pesto in it last night...The only negative about this Blendtec blender is the afterburner-level decibels of noise it produces as it's decimating your food items. The overwhelming awesomeness of this blender makes up for it, and as such this item receives a solid 5 stars.",3
5.0,Great blender and value,"May 22, 2018",Yes,Great blender. Very efficient for smoothies.,0
5.0,Great!,"September 26, 2018",Yes,"Works great, has been making some jucie and smoothies. Easy to process ice.",0
1.0,Bought NEW but received USED,"July 27, 2018",Yes,"Purchased a brand new machine and received a used/refurbished one. No bother to open the box, have to return it.",0
5.0,Five Stars,"March 29, 2018",Yes,Amazing!!!!,1
3.0,Would not buy again!,"April 4, 2017",Yes,"The blender was good as long as it lasted, except for being very loud and only lasting 3 years with moderate use.",1
5.0,we have to press single button to make nice drink. No stainer required after you blend a ...,"February 9, 2018",Yes,"Programs are already set, we have to press single button to make nice drink. No stainer required after you blend a drink.",0
5.0,Five Stars,"May 4, 2016",Yes,It works great so far.,0
5.0,It is a great blender,"December 30, 2016",Yes,It did a great job blending fruits and veggies. Love it.,0
5.0,"Works great, with one aside","December 4, 2012",Yes,"This works GREAT. We crushed ice into snow cone worthy ice shavings in under a minute...I usually use this for green smoothies, so this is my one aside - be sure to put your greens, veggies, and fruits into the blender in the right oder (look in the recipe book for ideas about this) otherwise you will be pushing greens down into the blender from the hole in the top and getting frustrated. Also, make sure you have enough liquid. Yes, this thing blends it all, but you still have to use it right to get the best results.",3
5.0,Great!,"September 12, 2012",Yes,I had mixed reviews purchasing a blender this expensive but it really is a wonderful product.  Have made several veggie/fruit smoothies so far and has worked better than expected!,0
5.0,Worth every penny!,"December 27, 2009",Yes,Gotta love it.  It blends everything into a very smooth consistency.  It is easy to clean - no assembly or disassembly.  We tried one of the hot soups and thought it was wonderful.  Even pancake batter came out better...Don't waste your money on something else with inferior performance and a short lifespan.  This is the blender to buy.,4
5.0,Five Stars,"June 4, 2018",Yes,Simply amazing!! Have been using it daily since I bought it. Almost blends everything!,0
5.0,"This will last longer than a new Honda, but..........","January 26, 2013",Yes,"This is as good as advertised.  The only negative thing I can say is that it's L-O-U-D! Almost to the point you might want to wear hearing protection and if you live in a small house or apartment, don't even think about making a smoothie when people are sleeping.",0
5.0,Satisfied former Vitamix owner,"January 13, 2018",Yes,Love this blender!,0
5.0,Five Stars,"May 18, 2015",Yes,"The item is working excellent, I am very happy with the results.",0
5.0,better than a stove,"November 13, 2013",Yes,The Blend Tec has changed my life and I love healthy smoothies as well as the many other wonderful ways to prepare food.  I have been using it for over a year and prefer it over my stove for preparing food.,1
5.0,Five Stars,"June 14, 2015",Yes,Best investment I made. Great blender and it crushes anything,1
5.0,Five Stars,"May 6, 2018",Yes,Love this thing,0
5.0,Thank you!  Great product,"June 8, 2015",Yes,Quick service.  Great product.  Easy to use.  Bought refurbished - it looked and worked like new.  Very pleased,1
5.0,Five Stars,"June 8, 2018",Yes,Great,0
5.0,Five Stars,"March 22, 2016",Yes,GREAT!!!,0
1.0,"Poor quality, leaking after 1 month use","October 14, 2018",Yes,Be careful about the quality. Mine jar started leading at the bottom after one month use.,0
5.0,Tasty!,"February 2, 2018",Yes,Can’t beat the soup mode!,0
5.0,Fantastic Product offered by Amazon!,"January 28, 2011",Yes,"I couldn't wait to receive this product.  I had read several reviews regarding the Blendtec and the Vitamix.  It arrived one day ahead of schedule and performs beyond my expectations.  It makes short work of anything it blends, and the clean-up is a snap.  Some said it is noisy, but I honestly don't think it is.  I am so glad I spent the money.  It is totally worth the price.  If you plan to do a lot of blending then this is the blender for you.",4
5.0,Loud but awesome!,"November 4, 2011",Yes,"I ordered a blendtek after trying it at a friends house.  I LOVE it!  The only negative thing I could say, is it is very loud!  I usually don't finish a cycle because of this.  It works so well, that this is okay.",1
5.0,Wonderful blender!,"November 16, 2018",Yes,"I absolutely love it, makes the most delicious smoothies.",0
5.0,Affordable and Easy to Use,"September 27, 2018",Yes,"It is great, easy to use and to clean.",0
5.0,easy prep as well as clean up,"March 30, 2016",Yes,"Tremendous.  Quick, easy prep as well as clean up",0
5.0,Five Stars,"March 27, 2016",Yes,Thanks,0
2.0,Smoke came out,"July 17, 2015",Yes,On blend #55 the blendtec started smoking from underneath. Anyone else have this problem?,3
5.0,Five Stars,"August 19, 2018",Yes,Good blender!!,0
5.0,Love!!!,"June 10, 2018",Yes,Love this blender!! It is so worth it- buy it you  won’t regret it!!!,0
2.0,Burnt smell after each use.,"January 14, 2018",Yes,Burnt smell after each use.pomegranates seeds stays in the bottom after couple of juice cycle.,0
5.0,Blentec Review,"September 18, 2018",Yes,"<div class=""a-section a-spacing-small a-spacing-top-mini video-block"" id=""video-block-R1CKWTJKJER5YN""></div><input class=""video-url"" name="""" type=""hidden"" value=""https://images-na.ssl-images-amazon.com/images/I/B1Sga1J2rxS.mp4""/><input class=""video-slate-img-url"" name="""" type=""hidden"" value=""https://images-na.ssl-images-amazon.com/images/I/11zL7xqwCaS.png""/> Great blender!",0
5.0,Five Stars,"October 16, 2015",Yes,great mixer,0
4.0,The product was dead on arrival. First time we ...,"January 1, 2017",Yes,"The product was dead on arrival. First time we tried to use the blender it displayed 'overload' and refused to spin. So far this product is little more than a paperweight for my kitchen..[update] After contacting Amazon, they sent a replacement. Hurrah and I would not expect anything less..Now we have a blender that works and my wife and I are finally starting to see what all the fuss is about. We love the no-fuss blending (it sucks the chunks into the blades) and once you have finished, it takes seconds to clean..Now that I can use a working blender, I have upgraded from one to four stars.",2
5.0,... of my children and they told me that they love it.,"February 3, 2018",Yes,I bought 2 of the Blendtec Total Blenders (Classic) for 2 of my children and they told me that they love it.,0
5.0,Excellent quality,"September 4, 2018",Yes,Excellent quality - best blender I’ve owned,0
5.0,Use it everyday!,"June 5, 2013",Yes,I am not someone who cooks regularly but I use this every day to make sure I get my vitamins. Very easy to use and the #1 sell point for me is it's so easy to clean!  Just add some hot water/dish soap and press a button and it cleans itself!,1
5.0,I love this blender,"May 13, 2014",Yes,"It has become as much a part of me as one of my limbs, I use this thing everyday, sometimes multiple times a day. I've made everything from soup to ice cream, to smoothies, you can even rice cauliflower in this thing, it's amazeballs. So glad I bought it!!!",0
5.0,Green drink everyday,"March 18, 2014",Yes,"We started doing green drinks every morning. Kale or spinach, banana apple, flax seed, etc. this blender is like a commercial model. Digital programs work perfectly.",1
5.0,Five Stars,"September 22, 2015",Yes,awesome product,0
5.0,Amazing | Better than VitaMix,"January 31, 2013",Yes,"This machine is amazing. It is far better than the VitaMix for a number of reasons: programmed functions (smoothie, whole juice, dip, etc...), size &amp; appearance, ability to do grains/breads without a separate jar/attachment, and a bit quieter as well. Absolutely life changing machine - easiest way to eat healthy, quick, tasty meals :)",0
5.0,Great product. Love the timer option,"September 21, 2018",Yes,Very nice,0
5.0,Five Stars,"July 20, 2017",Yes,This is a great blender. I'm very happy with my purchase!!,0
4.0,Four Stars,"May 29, 2016",Yes,"The container needs to be bigger, blends well.",2
5.0,"I LOVE MY BLENDTEC TB-621-20 1,560-Watt Total Blender","October 5, 2011",Yes,"I have used my Blendtec for making smoothies, ice cream, margaritas, etc.  It is very simple to use.  It is very easy to clean.  I would recommend this product to anyone! I now understand the difference between a $20.00 blender and a good one.  No wonder the chefs on TV always have a good blender ......... you just push the button ONCE for the product you want and the Blendtec does the rest!",3
5.0,It does good job .,"March 7, 2018",Yes,"Excellent blender, I can'T ask better than this machine..",0
4.0,Not as good as the commercials would have you believe,"February 12, 2016",Yes,Not as good as the commercials would have you believe. I honestly wished I had gotten a Vitamix instead. I just crushed some cacoa seeds in a smoothie and they are definitely not crushed up into microscopic little pieces as I had been informed a Blendtec would. I can feel nibs and bits and pieces. The whole reason I had spent so much on it was to be able to crush all these little bits and pieces for a smooth drink.,2
5.0,This thing will pulverize your veggies or whatever you put ...,"October 11, 2014",Yes,"This thing will pulverize your veggies or whatever you put in it. Only obvious flaw is that it doesn't come with an agitator. I use mine every night for Kale smoothies, and they are always smooth in consistency, even without adding water.",1
5.0,Blendtec,"July 2, 2013",Yes,"I am thrilled that I discovered this through a friend. The smoothies are easy to make. This is a great way to get veggies and protein into children - they don't taste anything but the fruit and say ""yum yum"" every time! Husband loves it too.",0
5.0,A perfect blender!!!!,"January 5, 2011",Yes,I purchased this blender after reading The Green Smoothie Diet. It is an awesome blender and is perfect for making green smoothies. I wanted a long lasting blender that was able to handle making smoothies daily and with minimal chopping to the larger fruits and vegetables. The Blendtec does a great job and I am pleased!,1
5.0,Brownie points!,"December 13, 2013",Yes,Great Christmas present!!..Bought for my wife who uses it to make baby food among other things. Strongly recommended for anyone looking for some brownie points this holiday season.,0
4.0,"Excellent ""liquifier""","December 26, 2012",Yes,"The Blendtec can turn veggies into smoothies in under a minute. The minus 1 star is for 2 things: First, it is very loud. I mean you want to apologize to your neighbor loud (We make green smoothies for breakfast so this thing wakes people up). Second, the container is made of plastic and will scratch up. Ours is so scratched up you can barely see through it. Still, I think this is one of the best green smoothie makers on the market. I'd still get this over other ones on the market.",2
5.0,blendtec high-speed blender,"November 19, 2009",Yes,I love it. It does all that I expected. I used to use my girlfriend's and now I have the exact same model for my own home. I use it every day.,3
5.0,Very good,"October 21, 2018",Yes,Good,0
5.0,Blendtec rocks!!!,"August 1, 2018",Yes,Amazing!  I love it.,0
4.0,Happy customer,"July 11, 2018",Yes,Love it!!,0
5.0,Five Stars,"December 4, 2014",Yes,"A bit loud, but a very capable blender.",0
5.0,I love the blender,"March 16, 2016",Yes,I love the blender.  I blend everything so considered it an investment.  It is so awesome with the books.,0
5.0,It's good for shopping,"August 24, 2018",Yes,Everything is good.,0
2.0,Disappointed because it doesn't work half the time.,"August 31, 2017",Yes,"This is my first blender, so I wanted to get something nice as a treat to myself. After researching a couple, this Blentec seemed to be a good choice. However, after using this -- I find this blender to be a disappointment; it doesn't blend half the time (&amp; yes I put enough juice in my smoothies). It's very frustrating, it's like the blade isn't doing anything!",3
5.0,... had a Blendtec for about 12 yrs and I love it! Bought it from Costco,"May 10, 2018",Yes,"I have had a Blendtec for about 12 yrs and I love it! Bought it from Costco. I haven't had any problems with it. I did however have a problem with the jar leaking so I called Blendtec and even though it was out of warranty she sent me a new one! That's great customer service!  I read where someone said the top popped off. I don't think she had it on right mine has never popped off. She also said there was only a vent hole, the jars now have a bigger hole on top that you can easily add more ingredients through or a tamper if needed. Sometimes if I add too much ice I will need to add more liquid and then push the ice down and blend again. That is the only time I need a tamper.  You can blend anything with this blender! I read that someone could still feel the texture of the seeds in a fruit she used, if this happens just blend longer and everything will be smooth. I love being able to have a smoothie in just a matter of minutes! I use spinach and kale and it all blends smoothly no pieces of leafy veg left. Just cut bigger fruit into a couple of pieces and throw it all in. My grandkids love my smoothies so it's nice that I can make one for them in just about 2 or 3 min so they can have one before school and they don't mind at all that there is spinach in it! You can add spinach to the ice cream too! I also love that I can grind wheat or any grain no need for a wheat grinder, and it will grind sugar to make powdered sugar in just a minute if I find that I am out and need some. I have a jar for dry blending and a jar for liquid blending since blending dry does scratch the inside of the jar. It is also very easy to clean. If you do happen to forget to wash it out right away just let it soak with hot water for a bit and it will clean easily. There are just so many things you can do with this blender. I just bought a new one just because the treasure truck had it at an amazing price and it is the newer model so why not! You cannot go wrong with this blender! I highly recommend it!",0
2.0,Heavy duty users - beware,"August 8, 2012",Yes,"I bought this power horse of blender from Amazon in Aug 2010 to replace the same model of Blendtec blender purchased on Ebay maybe about 1 1/2 years before, which I forgot the register.  The motor burned up.  Blendtec had guaranteed me that the first blender's failure was a fluke.  The motor of my 2nd blender burned up in 2011.  I quickly received a newer model blender from Blendtec to replace the bad one under Blendtec's 3-year warrantee.  It is now August of 2012 and this unit's motor is also burning up.  The motor's RPM's are fluctuating and the electrical burn smell is strong...Blendtec now says I have to ship the current model's motor base back for repair.  And the company offered to put a rush on it.  However, it still can take weeks...This is what I call heavy duty use - I blend fresh cut up produce with water added on an average of 2 to 3 times a day using the whole juice option, a pre-programmed option that takes 45 seconds - the longest time and the fastest RPM's during the last part of the cycle.  Works great by the way.  Love what this blender can do when it's working.  The amount I blend ranges averages from 6 - 20 oz...My current view is, these motor failures are no fluke.  If you are a heavy duty user like me, look elsewhere.  The relatively cheap price when compared to Vitamix is not worth the failures, which is what earned the 2 stars from me.  If you are an occasional user, it should last you a lot longer then mine have for me and you will probably love it.  The pre-programmed options make blending sooooo easy, and once you learn how to stack the produce in the canister, you just press a button and voila.  No more hands on is needed, except to pour. The recipe book is great and cleanup is a snap.  You decide :)  I'm going with a Vitamix next.  We'll see what happens lol...Edit:  Oh yeah, forgot.  As other reviewers said, the Blendtec blender is extremely noisy.  I think one reviewer was not far off when commenting that its decibels compared to that of a leaf blower.  I knew this before buying it.  I use the mickeymouse over-the-ears ear muff hearing protection when using it, and when others are close by or in the kitchen, I move the blender to another room and closed the door before blending.  Just don't have enough ear protection for everybody :).",3
1.0,I am very disappointed with the quality of the jar blades,"April 20, 2017",Yes,I am very disappointed with the quality of the jar blades.  I bought 2 jars for my blendtec and within 2 years the blades came apart and won't turn.  I bought a blendtec for my mother and the exact thing happened to her jar.  I went to order a replacement jar and they are over $100 and they won't sell the blades separately.  Highly disappointed.,4
5.0,It just works!,"January 21, 2010",Yes,Bought this for my girlfriend who's recently gone 100 % vegan. Looked at a lot of positive reviews before buying but was still surprised by just how good this blender really is. Everything we make in it comes out nice and smooth without any hassle...It's a little noisy but who cares... It's only on for 30 secs at a time...Highly recommendable!,3
5.0,Great Blendtec,"May 27, 2015",Yes,"I would recommend for anyone, who loves healthy blending.",0
4.0,"Good blender, but overpriced","March 25, 2013",Yes,"I like the blender, it does a good job, but for $400 and what you get I think its overpriced.  The unit does a good job blending my smoothies.  It isn't perfect though.  Somethings it has a hard time with, I occasionally still get a few chunks remaining, but rarely.  Like it can't really blend dates, and sometimes a frozen blueberry or two is left unprocessed at the bottom of the jar.  But in general its a really good blender. I don't really have any significant complaints there.  I just think it's overpriced. It's basically a motor.  The quality of the unit is average.  It has a plastic jar.  The unit vibrates a fair amount on my counter. Sometimes it vibrates so much it moves a few inches along the counter. The buttons are 'plasticy'.  Its a good blender I just think the price should be about half what it is. For $400 I would expect more weight so it doesn't vibrate so much, and higher quality.",1
5.0,Powerfull and reliable,"April 4, 2013",Yes,Purchased this product to primarily make smoothies.  The power with which this product operates at is very impressive.  It has handled everything I've been able to throw at it.  I hope to rely on this blender for years to come.  Worth every penny.,2
5.0,I love my blender! &lt;3,"October 4, 2012",Yes,"I purchased 3 of them in total. I got the first one for my parents to make healthy veggie-fruit-nut juice. Soon, my sister and I got our own blendtec, exactly the same one! It's very easy and fast to make juice in the mornings, afternoons, and at nights. We are not only using it to make juice. I also use it to make creamy pumpkin soup! Yum! Oh, and soy milk!!..I have owned this product for over a year now. So far, I'm still loving it!.The only complant I have is they make loud noise when it's blending...I would recommend this blendtec to everyone!!!",37
5.0,Very nice blender,"February 19, 2012",Yes,Got the blender for 3 days and already made several smoothies with it. Very happy with the blender so far!,0
5.0,Better smoothie maker than my Vitamix,"February 3, 2017",Yes,I have only use this for smoothies.  I owned a Vitamix for 20 years it finally died and I had to replace it. This makes better smoothies.  I was surprise.,3
5.0,Five Stars,"January 18, 2018",Yes,Great product.,0
5.0,Amazing. You get what you pay for,"November 25, 2015",Yes,Amazing.  You get what you pay for.,0
5.0,kicks ass,"March 1, 2014",Yes,"nothing bad to say about is.  same performance as a vitamix, but shorter so it fits under your cabinets.  flawless.",0
5.0,Make Everything Homemade!,"October 29, 2015",Yes,"Very powerful machine. Easy to use and clean. Natural/homemakers best friend. Peanut butter, cashew cheese, bread, waffles, soup, pies, juice, etc...",0
5.0,Great Blender!!!,"May 31, 2012",Yes,"I enjoy this every day, no matter what I put in it, it chews it up and makes some tasty treats...",0
5.0,"Good, but needs water","November 23, 2009",Yes,"I am new to blending and this is my first professional grade machine.  I am happy with it, but one thing I was not expecting is that often I have to add water to my fruits and veggies.  Even if I am just doing a frozen fruit juice.  Its okay I guess, this is perhaps elementary, I was just not aware.  If I don't add water, it will just spin at the bottom like a $20 blender. I am getting better, I bought an additional book with recipes and online there is a lot of stuff too.  I make a great Jamba Juice drink now that is really good, which is not necessarily a healthy drink but great drink on a hot summer. And concerning healthy drinks, which is what we bought it for, you do need to read up on it.  You can't just throw in 5 fruits and 5 veggies.  It will be just about undrinkable and you are not supposed to really mix fruits and veggies.  After about a month's worth of use, we expect to use this regularly, every other day for the long term..Finally, the machine itself is very good.  Quality is good, easy to use and clean. Durability is high and machine overall seems very solid. Looks pretty good in the kitchen too.  Certainly better than a deep frying machine.  As I am writing this, my 8 year old daughter overlooking my shoulder insisted that I add that even she likes it.",7
5.0,Five Stars,"January 17, 2018",Yes,good,0
5.0,Five Stars,"June 24, 2015",Yes,Loving it. Have the feeling that it will be blending for years to come!,0
5.0,It does it all,"February 1, 2013",Yes,"My wife loves this blender. She has made smoothies, salsa, dips, and several other things too. It is very powerful and is easy to clean up as well. Would buy it again without hesitation.",0
5.0,Happy with Blendtec,"April 18, 2012",Yes,"After reading rave reviews of Blendtec blenders for two years, I saved up and ordered one. I am so glad I did- it makes really smooooooth smoothies (and I put in a lot of rough greens) and great ice cream. The recipe for pistachio ice cream that comes with the Blendtec is amazing!!  It is a little loud, but the smoothies are worth it.",3
5.0,blentec = love,"December 22, 2013",Yes,LOVE IT! works like no other blender and has a 7 yr warranty! I own a small restaurant in which I use my Blentec almost daily. It makes my job easier and faster when making sauces and salsas!,1
5.0,pretty good for busy life,"May 22, 2012",Yes,"I don't like eating fruits, and hate to clean the kitchen for more than half an hour. The blender is perfect for me. I use it every morning and clean it in less than 10 seceonds. The only drawbacks are the noise and expensive price. But this product is one of my best purchases.",1
5.0,Best.Blender.EVer!,"January 1, 2014",Yes,"I give this blender 5 stars because it has such an intelligent design. Base, pitcher with lid fits under standard size cabinets.  All the power of the motor and easy to clean pitcher! Love this blender♡",1
5.0,Five Stars,"March 21, 2016",Yes,Fantastic blender,1
3.0,Three Stars,"May 6, 2016",Yes,It does not crush ice very well.,1
5.0,every day use!,"March 20, 2013",Yes,"I use this product every morning to make a huge banana smoothie. I have also used it to make nut milks, dateorade, flours, etc. It still runs as smoothly as it did when I got it. The 'count' it provides also makes for good bragging rights. :)",0
2.0,Not a replacement for a VitaMix!,"March 17, 2014",Yes,"You don't have a lot of control. All buttons are pre-programmed.. CON: Its basically an overpriced garden variety blender. I've had it over two years, and very seldom find ANY use for it. I miss my VitaMix that I thought this would replace..PRO: the design of the container cover is excellent! No spilling, easy peasy to clean!",2
5.0,She uses it every day,"May 31, 2013",Yes,"There really is a difference between this and cheap walmart blenders.  If you want great smoothies and much more, this is the blender you need.",1
5.0,Five Stars,"February 13, 2017",Yes,"Excellent, I like it very much!",0
5.0,This thing ROCKS!,"April 17, 2012",Yes,"Love this blender! It is a touch loud, but a powerful motor makes more noise than a tiny weak one. The included recipe book is fun to play with as well. A great choice.",1
5.0,I love my Blendtec,"May 2, 2014",Yes,"I only use the Whole Juice function... with everything.. I make coconut milk almost every day.  My fiance has a Ninja, I am going to get rid of it next week! (of the Ninja of course)",0
5.0,love it,"April 30, 2012",Yes,we love it.  this is our 2nd one. our first one is over 4 years old and we brought it down the shore.  easy to use and easy to clean. we use it almost daily for proteing shakes.  once you go BLENDTEC you never change- no complaints and arrived within 3 days,1
5.0,Great blender!,"May 27, 2012",Yes,"We have this blender about a month and we've been very pleased.  We primarily use it for making fruit smoothies and frozen drinks.  It is a little bit loud, but the trade off is worth it.  Every time, our smoothies come out perfect.  The smoothie button has become out best friend.",0
5.0,Awesome!!,"September 24, 2011",Yes,The blendtec I purchased was beyond what I expected!  I have used it everyday since I purchased it!.We blend our own juices every morning and it's just given us a heathier out look on life!  I would recommend this product to anyone looking for a great product/blender!,2
5.0,Industrial Grade Blender,"February 28, 2013",Yes,"The perfect blender for my needs. You can feel the quality in it's design and function. I use this along with my juicer, and use it for smoothies. It's a perfect pre-workout drink maker. Easy to clean, and fun to use.",1
5.0,Good machine,"March 11, 2017",Yes,Make good smoothies!,0
5.0,Five Stars,"February 8, 2015",Yes,Love this blender!,0
5.0,Five Stars,"April 13, 2015",Yes,Love this item!!!!,0
5.0,Blendtec total blender,"January 5, 2013",Yes,"This unit is very easy to use . It is preprogrammed and by just following some simple instructions even a child can make delicious shakes, soups, and smoothies.  It is easy to store under any countertop with just been 15inches tall",0
5.0,Five Stars,"January 1, 2017",Yes,Love it,0
5.0,love my blend tec,"September 22, 2012",Yes,The Blendtec blender does everything I was told it would do so far.  I'm encouraged to make smoothies everyday because it is so easy to use/clean.  I look forward to trying new recipes.  It is the most used appliance I have in my kitchen.,0
5.0,Blendtec,"June 26, 2011",Yes,"Fabulous!  Love my Blendtec!  A little loud, but does a great job with smoothies, ice, any blending job... Love it!",1
