Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,Great Read.  Lousy Ending.,"October 31, 2018",Yes,I always enjoy reading John Grisham.  This book was a little different than his other books but it was a fast read as always and both educational and entertaining.,2
1.0,Tedious!,"November 10, 2018",Yes,So different from other Grisham books I enjoyed. Hard to get through the grusome parts. Story dragged it yet I pressed on to learn the outcome which was not as surprising as I hoped it might be. More interesting than the book is the wide range of reviews it received. It’s almost as if people were reading two different books.,1
3.0,Mixed feelings,"November 4, 2018",Yes,"I've read all of Mr Grisham's books and have really enjoyed each for taking me on a journey.  I am not sure what to think about this book. I feel like it is a few stories in one book, and I thought the way he told the different stories was a bit confusing and the initial story was lost in the telling of the war story. Then returning to the original story, which was kind of lost in reason for what happened, and I felt the ending was unfinished. It just didn't resonate with me, too much left unsaid and incomplete.",0
1.0,Not Grisham's Best Work,"November 6, 2018",Yes,"This is not Grisham's best work by a large margin.  It is a depressing book.  If you want to feel blue and hopeless, give this book a try.  I kept waiting for the legal drama to unfold in this book but it never did.  I am not even sure who the main protagonist is.  It could be Pete Banning and it could be his son.  Both seem to play a part in this confusing novel.  The book begins in 1946 with Pete Banning, a decorated WWII hero, murdering the pastor of his church.  No explanation is given for this tragedy until the very end of the book, and then the explanation is quite unsatisfactory.  If you are waiting for a big reveal, keep waiting...The middle portion of the book is a novella about Banning’s WWII experiences with lots of gruesome and gory details that appear to be realistic but bear no relevance to the overall story.  Grisham claims these details are an accurate reflection of what happened in WWII and they are credible, but they do not seem to belong in this book...Some reviewers have suggested that this book is about racism.  I do not see it.  There are descriptions of the conditions for African American in the south in the 1940’s, but those conditions, while repulsive in modern terms, play a very minor role in the whole story.  They seem to be matter of fact descriptions that are part of the overall background but are not significant in this story. There does not seem to be any racial tension in the book or any issues that engender racial discussions...The ending is very unsatisfying.  When I finished I wondered why I spent the time and money on this novel.  I should have reread The Firm instead.",0
2.0,Depressing,"November 7, 2018",Yes,"This is the first book I've ever read by John Grisham and probably the last.  The book dragged on and on.  Too many details that made no sense.  Absolutely horrible.  The only reason I gave it two stars is because it was a well written story as far as grammar and the storyline was easy to follow.  But a truly devastating and depressing book.  Started out great.  Was so so in the middle and painful to read at the end.  I was glad it was over, but disappointed at the blah ending.",1
1.0,This Book is worthless!!,"November 15, 2018",Yes,"I have never read one of John Grisham's books before.  I thought is sounded suspenseful so I bought it.  This was absolutely terrible.  He writes like a ""guy"" and his female characters are a ""guys"" version of a woman.  How does he get away with this?.There is no plot, no suspense (you can guess the ending after the first chapter).  I kept thinking there was going to be a suspenseful twist or something surprising.  I found myself flipping through the pages trying to get somewhere that was going somewhere.  Toal waste of paper.  And this is the first time I've ever written a book review.  This is nuts!!!  Don't buy this book.",1
2.0,Too depressing,"October 27, 2018",Yes,"I wish I’d never read this one, as it was I totally skipped the 2nd part and then read til the end and got even more depressed. Nothing good to salvage. Leave it.",2
3.0,Grisham is starting to slip :(,"December 7, 2018",Yes,"I've been reading John Grisham books for year. Have read them all..What used to be enthralling, in depth stories with highly developed characters and deep, intriguing plots have become shallow and slightly predictable his last couple of books. This and Red Rooster Bar were both disappointing, and left me feeling less than satisfied with the stories or the time I spent reading them..Every author becomes stale from time to time.. Hoping Grisham can get it back together soon.",0
1.0,Pass On This,"November 12, 2018",Yes,Very long winded. I found myself skimming through sections of this book. The twist revealed at the end also didn't ring quite true. Not a good book.,2
2.0,an utter waste of time,"November 12, 2018",Yes,"This book just went on and on, and then ended nowhere.  Broken down into three sections. The middle section all about war and a specific battle, and historically it is great, but as part of this story it is just filler. And then the end, anticlimactic isn't even strong enough. I have read, and will continue to read, every book this guy writes, but with this one, I am wondering why.",1
3.0,Disappointing Ending,"November 2, 2018",Yes,"The story keeps your interest because Pete Banning refuses to say anything in his defense and wants to die.  The story keeps stringing you along until the very end which turns out to be depressing..If you are not interested in World War II history you may want to skip part two.  If you are interested in World War II history you may find it to be the best part of the book; it tells about Pete Banning's ordeal as a prisoner of war, his escape and his service with Filipino Guerillas..The book keeps your attention but the ending is depressing.  I would hope that there would be a sequel to see what happens to some of the characters.",2
3.0,Not a 'page turner' like the early Grisham books,"November 24, 2018",Yes,"You reach a climax in the first third of the story and spend the rest of the time waiting for the big secret to be revealed, which it finally does in the last few pages of the book.  While the section of the novel that deals with the main character's experiences as a WWII soldier in the Bataan Peninsula was interesting, the rest of the story plods along until you reach the rather anti-climactic ending...Want to read a good Grisham book?  Reread the early ones.",0
5.0,"Roger Moore USA, Retd","November 17, 2018",Yes,"A close friend, now deceased, was in the US Navy and was captured by the Japanese while stationed in the Philippines. He was later transported to Japan as a POW and worked in the Hiroshima dock-yards, while imprisoned in a POW camp 50 miles from Hiroshima. He told me he was in the POW camp when the atomic bomb exploded - however, he stated that he did not hear the explosion. That's the story as I remember it. In addition, every conversation with him included the reward that he had been a POW! GREAT NOVEL",0
5.0,A book you can't set down.,"November 4, 2018",Yes,"A great and completely believable are of characters. A completely believable plot. A very well researched story about WWII that will hold your interest. A ending that you will not be able to anticipate. This is one of, if not the best, of John Brisbane books. This book is absolutely a must read.",2
2.0,most disappointing,"November 13, 2018",Yes,"I'm a fan, usually love his books but this one was 25 chapters too long, and waaaaaaaaay more detailed, etc., than needed to be to tell the story...It was long and drawn out and in the end, nothing surprising, no reckoning.....do yourself a favor and pass on this one, i wish i had...the only saving grace for me was the military history as it relates to the Philippines and the savagery by the Japanese, should be mandatory reading for students.",0
3.0,"Entertaining read, but a long wait.","November 3, 2018",Yes,"The book has 3 sections. The first section was riveting and exciting and the reader can come up with a theory as the events unfold. The second section went into legal mode and seemed to run in circles and seemed repetitive. The final section is the one you are waiting for to see if the reader’s theory is correct. Unfortunately for me, the end result of the story was anti-climactic and didn’t bring the excitement that the first section brought. Love the author but was disappointed with what I consider a lame outcome.",0
4.0,A VERY GOOD READ!!!!,"November 6, 2018",Yes,"The book was part historical fiction, part legal and part a good story.  What I did not like was the ending.  While I figured out what happened I was surprised by who it involved.  Today a defense would have been PTSD.  Read with an open mind and remember the time and place this all occurred .",1
2.0,Very Disappointed,"December 5, 2018",Yes,"I adore John Grisham, and usually will purchase his novels without caring what the plot is. I've never had a bad Grisham experience until now. I felt there was too much unnecessary information that did nothing for the overall story. The ending was absolutely horrible. I feel like he wanted to build a fictional story around an actual historical event, but the way he went about it was all wrong. He would have done better to just focus on the Death March and leave Clanton out of it. The way everything unfolded towards the end felt like he had finally met his page count per his publishing contract and dumped the rest of the story together and ended the book. I wouldn't say that it will make me never read another Grisham novel again, but I'll definitely read the reviews before I dive in.",0
2.0,Another great start only to disappoint,"November 26, 2018",Yes,John Grisham does an amazing job a starting a book. The storyline is usually a wow and with only a few pages in your hooked for several chapters! But then he loses his drive and the passion he showed at the beginning of the book fizzles. He starts droning on and on about things that really have no substance to the plot and contributes nothing but filler for endless pages. By the end of the book he finishes the storyline in a hurry with none of the jaw dropping page turning writing he had in the beginning. What a let down. I'm done with Grisham books,0
5.0,Another great Grisham book!,"October 28, 2018",Yes,"John Grisham seems to always deliver a book that is difficult to put down! This book is no exception.  Thoroughly spell binding as he weaves the story of the Banning family.  This, for me, is one of the best yet...and I have thoroughly enjoyed all of his books.  Cannot wait for his next book!",2
3.0,Not a typical John Grisham book,"December 3, 2018",Yes,"Really struggled with this book, I just wasn't expecting this from John Grisham. Although, the story got pretty interesting, then the book would start dragging.  I was really disappointed how the ending quickly came about, then was disappointed I even took the time to read it. Gave it 3 stars due to I have enjoyed so many of John Grisham's other writings. Hope next book has more court room drama with all of the twists and turns he normally dishes out.",0
5.0,The Reckoning,"October 31, 2018",Yes,"I hadn’t expected a detailed story about the Bataan Death March from Grisham but was very pleased at the historical facts I learned. I found myself verifying his dates and events and, well, he did some amazing research, because everything matched up...The story itself of Pete Banning and his wife, Liza, and children Joel and Stella is a sad one. But exquisitely written. Each chapter read will cultivate the desire to read the next.  Grisham at his best.",2
4.0,The Reckoning,"November 23, 2018",Yes,Extremely well written as expected from this author. The first section of the novel tends to drag a little but bear with it as the pace quickens thereafter. The novel contains a precise history of the Bataan death march. It outs General Mac  Arthur as the somewhat incompetent leader he was. His poor strategic decision making resulted in needless loss of life. His main skill was taking credit for valor performed by others. Overall a very good read.,1
1.0,Don’t waste your time,"November 25, 2018",Yes,"Starts out well—I was happy to be back in Clanton. Then there were what seemed like several million chapters to try to set up some good reason for the dastardly deed early in, but no... it was just a bunch of writing that did not end up serving the plot. The family secret died with two people and this took several more chapters of crap, each layer of which just started to piss me off. When the secret is finally revealed on a third ridiculously stoic person’s death bed, it’s hardly worth waiting for. You figure out half of it beforehand anyway, and the second half is stupid. And for alllll that, the evil people still win in the end and the innocents lose everything. I wish I’d never picked it up.",0
4.0,A good Grisham tale,"November 7, 2018",Yes,"This book is different than some other Grisham tales but with great characters and a bizarre twisting plot. The parts about Pete’s service in WWII are spellbinding and rich in detail. The bad guys  are deliciously portrayed as are the somewhat endearing family members, but this is not an uplifting book and it’s sadness is overwhelming at times. A worthy read for its description of the Mississippi racial relations and cotton farming in the war years.",1
5.0,Story spun,"November 16, 2018",Yes,"John Grisham is a masterful story teller and this one does not disappoint. While some of his stories can be predictable, this one peels like an onion, showing the depth of each character, especially the protagonist. Packed with little known history along with the suspense, one is riveted to the pages in seeking answers and a better understanding of the human condition called life. Proof exists that nothing in life is guaranteed is given to the reader.",0
3.0,NOT a typical Gresham as you have come to love and enjoy...,"November 19, 2018",Yes,"Interesting story. A couple of ""time swaps"". Gresham is better with pure fiction and a 'Legal"" basis. The main plot of ""why"" the war hero kills the Preacher becomes quite obvious early in the story. Yes, there is a twist at the end. Didn't see it coming. Grisham indicates in the epilogue that the story is 'somewhat' based in fact. It is a decent read, but for sure not up to Grishams earlier work. His last two works have been a disappointment.",0
2.0,Disappointment,"November 5, 2018",Yes,Conclusion to this book is a depressing let down after a masterful job getting the reader to emotionally commit to the protagonists.  Downright depressing!  Wish I had not read it.,2
4.0,Great Read But...,"November 29, 2018",Yes,"Grissom's books are always a great read but exciting conclusion that this one built up to was anything but exciting.  The portions of this book that occurred during the Bataan Death March was both enlightening and frightening.  What the title character went through was miraculous and worthy of a Medal of Honor, an award that General MacArthur never should have received.  Grissom could have come up with a much better manner in which to end this novel.",1
3.0,A disappointment,"November 19, 2018",Yes,"I am a fan of John Grisham, but this is the second book that has disappointed me.  Camino Island was the other..The Grisham books that I enjoyed had a compelling plot with lots of interesting twists and turns.  These last two books have none of those and, as a result, ae mediocre endeavors..Grisham has clearly changed his writing style or has engaged someone else as a ghost writer - either way I am not sure I will buy any more of his books",0
4.0,Follow through to the e,"December 7, 2018",Yes,"I've read every John Grisham novel and have never been disappointed.  At first I thought this was going to be the exception.  Of course, I was wrong.  I gave it four stars because it did seem a little slow after the first several chapters, but when it picked up, it PICKED up.  As usual the characters are so real and the story line because of the time period in which it took place, believable.  After awhile I couldn't put it down.  The part about Bataan and Douglas MacArthur was mind-blowing.  I would recommend this to anyone.  I'm ready for the next Grisham novel!",0
2.0,Never thought Grisham would write a book I didn't love. It's here.,"October 31, 2018",Yes,"Based on this book, I'd say that Grisham has lost his edge. I loved his early work and most of his other works that followed. He can usually come up with very interesting plots and he is a very polished writer. However, this book was ""broken"" and cluttered. It also felt like I was really a considerable amount of filler. I believe in trying new things, but the format just didn't work. I was disappointed by Grisham for the first time. Sad.",0
1.0,Wow...what a waste,"November 11, 2018",Yes,"The author is John Grisham. This is NOT a Grisham tale.  Minimal legalities, page after page of unrelated history, and an ending that changes absolutely nothing",2
1.0,Grisham at his worst,"November 3, 2018",Yes,This book was not very good. I’ve read all of his books and this is by far the worst. The ending was predictable. 1/3 if the book was worthless. The book was about 45 pages of material. Not very good. Between this and the rooster bar i may need to rethink Grisham in general,4
5.0,Grisham offers a great history lesson in the midst of a mystery,"November 4, 2018",Yes,I enjoy Grisham's work and now believe this is one of his best writings.  The use of flashback to WWII in the Philippines was horrific and mesmerizing.  I briefly forgot about the first part of the book but then Mr. Grisham pulled me back to the premise of the story to the point I couldn't stop reading.  I tried to save this for a long flight to the UK coming up this week but I found I couldn't put the book down.  And the ending...wow.,1
5.0,An entertaining read,"November 20, 2018",Yes,"A man walks into his pastor's office and shoot him dead.  But why?  He never challenges his guilt, and he goes to the electric chair without revealing his why.  His family and the towns people are all left wondering why.  During the course of the book, the reader is lead to a plausible reason for this shooting, but as we would expect from an author like John Grisham there is a surprise before you finish the book.  Enjoy!",1
1.0,First John Grisham novel I did not like,"November 6, 2018",Yes,I am a HUGE John Grisham fan and have read all of his books at least twice. This is his worst ever and the first I would not recommend. About 1/3 of the book is spent following a gruesome (and quire repetitive and boring) World World II battle and the death march in the Philippines. Even the final third of the book - when it FINALLY returns to Ford County - is unsatisfying. The original idea and the plot for the book was weak to begin with and not even worth developing a full novel around.  The ending of the book - usually a weak point for almost every Grisham book - is even worse than ever before. I did not even know the book was over until the next page read Author's Note. Very disappointing effort...,0
1.0,It is just slow and boring,"November 4, 2018",Yes,I think this will be my last John Grisham book.  I have read most if not all of his books and this one will probably be the last.  What can I say but that it was boring.,3
3.0,Too many useless side story details. Too long.,"November 27, 2018",Yes,"First off, I am a Grisham fan and have read most.If not all his books. The positive is he is an excellent writer. But...Part 2 is unnecessarily long and detailed. Could have been a separate book. Had very little value to the story line. Took a long time to solve the mystery and ending felt like an afterthought tagged on. I would not recommend this book unless you really want to spend a long time hearing about war and torture.",0
1.0,"Gruesome, depressing, long and boring","November 1, 2018",Yes,I've read all of his books and this is by far the worst - save your money!!.Jim,8
3.0,Very rambling story. I waited for the book to get better but it never did. The only interesting part was the war story.,"October 31, 2018",Yes,I would not recommend this book. Very hard to get through.  I was hoping for a better story. JG is slipping.,4
5.0,Great Grisham Book,"November 5, 2018",Yes,"This could be my favorite Grisham book.  It takes us back to Clayton, Mississippi in the 1940’s.  But even better was the part of the book covering the main character’s service in the Philippines during WW II.  My father served there too and it gave me insight into that part of the War.  A good story.  The only part I didn’t like too much was the end.  In hindsight, I guess it was the best possible ending, taking the book as a whole.  Anyway, if you are a fan of Grisham, you will like this book.",4
1.0,A complete utter waste of time.,"November 19, 2018",Yes,This book is boring.  The first 150 or so pages should have been completed in about 25 pages. It is just a horrible written book. The last book I read by Grisham was just as bad and at that time I said I would never buy another book by him. This was a gift. How he justifies selling and taking money for this is shameful. He must have picked up something from the con men he worked with when he was in office. Save your money don't buy this book.,1
2.0,Jumped the shark,"December 2, 2018",Yes,"I am one of those who helped make this book a best seller. I bought it depending on the author to deliver another great story.. This book did not deliver. I forced myself to finish it. the best, make that the only good, part was the middle section during WWII.. I read the author's explanaition about how this book came about at the end. Had I read that first, I would not have bought it. Jim C.",0
3.0,Wake me when it's over,"November 3, 2018",Yes,"I have tried for a week to stay with this novel and just won't anymore. Not even the first chapter grabbed me, but I read more to give it a fair chance. While the premise could have made for a really good story, this one just dragged. I've really enjoyed Grisham for many years, but maybe writing more short stories, like in Ford County,  would be a better use of his considerable talent.",1
3.0,Late Plot Reveal Seemed Like a Gimmick,"November 9, 2018",Yes,"I am a Grisham fan.  This book was like most of his books, well written, interesting characters, interesting plot, with some important and interesting historical tie-in.  The difference in the ""The Reckoning"" was that the motive reveal was very late in a relatively long story.  Given the centrality of the motive to the whole story, and minimal treatment of the motive when it was actually revealed, left me feeling a bit manipulated.",0
2.0,What the heck was this?,"October 31, 2018",Yes,"I normally love John Grisham, I have read most of his books but this time I am totally unhappy with the result. What kind of book is this supposed to be? Courtroom? WW2 story? Family Drama? The first part was kind of okay but then it went downhill fast. The ending was totally dissatisfying, with a number of loose ends and very abrupt. John, you can do much better - maybe write less books and do more quality...",0
2.0,"A war story, not a thriller","December 6, 2018",Yes,"The first part of the book, about a murder and trial, was excellent. But the whole middle is an excruciatingly long, gruesome, boring war story. It's somehow supposed to explain the motive for the murder, but that's really just an excuse to write a war novel under the Grisham name. After reading way too many chapters of this endless war war war war war, I just don't care any more. I'm returning the book.",0
4.0,Great story line as are all his books.,"October 27, 2018",Yes,The only thing I did not like was a bit too much gore about the Bataan March.,9
2.0,2 out of 5 elements to a story. 2 out of 5 stars.,"November 25, 2018",Yes,"If a great story has five elements to it (Plot, setting character, theme and conflict) Grisham kinda sorta got two of five of them. There's a plot -- though it's not very interesting and most of the book takes place outside of the ""plot"" just to take up space. It has locations. It has characters but they are mere props only there to take us from plot point to plot point. At no point are they needed, fleshed out or really very interesting. They have very little emotional impact on the reader. I sup[pose there's conflict, but it's never really between the main characters, nor does it really effect any kind of an arc. Waste of time and money.",0
2.0,Predictable and looong,"November 3, 2018",Yes,"As always, the characters were great, but the plot was obvious from the get-go and having read a lot of history of the Pacific Theater in WWII I was dismayed by the many chapters spent there. All-in-all this is a very thin book bulked up with history as filler. This isn't the first Grisham disappointment (after many years of sure wins) but it's the worst - I won't be first in line to buy his books anymore.",0
5.0,Riveting,"November 11, 2018",Yes,"This is certainly not your average Grisham novel, but I found it very difficult to put down once I started getting into it. I very much enjoyed the second third of the book and the historical fiction.  In fact, I liked it so much I would like to read some of the history books that Gresham recommends on WDW 2 at the end of this book. Although there is no happy ending to speak of, it’s still remains an excellent read in my opinion.",2
1.0,"Terrible, Terrible, Terrible","December 5, 2018",Yes,"I have read every one of Grisham’s books and have always been a fan. However, this is one of the WORST books I have ever read. If you want to even call what I did reading after about the halfway point. I was skimming and skipping paragraphs just to try to get to the end. The plot made no sense, there was SO MUCH filler that made no difference to the story, and it was just flat out boring. When you finally get to the end and find out the “secret” that the entire book is based on, i could do nothing but roll my eyes. Do yourself a favor and skip this one.",0
5.0,I found this to be an excellent and enlightening book,"November 17, 2018",Yes,"I've always liked John Grisham's books and this was no exception. Unlike some other reviewers I did not mind the ""history lesson"" in this book. We all need to remember where we came from to appreciate where we are now. I don't want to give away any spoilers for those who have not read it yet, so I will just say it was well worth the price and well worth the read, I enjoyed it very much.",1
1.0,Don’t Waste Your Time Or Money,"November 23, 2018",Yes,"What happened to the John Grisham legal thrillers?  I have read all titles by Grisham without hesitation, but that has just changed!  I will now read reviews and seriously consider whether they are true legal thrillers that I have enjoyed so much, and looked so forward to reading.  The Reckoning was not a title I would normally read had I had any knowledge of the subject matter!  Very, very, disappointed!  I will be looking elsewhere for legal thrillers in the future!",2
4.0,What are you all complaining about?!,"November 22, 2018",Yes,"I can't believe all of the negative reviews! While this wasn't his best novel, it was still very entertaining and interesting. There was a lot of detail about the US presence in the Philippines during WW2, but since my father was a captain stationed there I found it quite interesting and tragic. Like the main character, my father never said a word about his experiences there. I hope he didn't experience what Pete did because it was just horrible! Good book. Read it.",1
1.0,Grisham finally writes a loser,"December 7, 2018",Yes,I have read all of Grisham's books and enjoyed them all until now.  He took 400 pages to tell a story which could easily have been told in 100 pages.  It was almost as if he felt that it was time to publish a book so he groped around for a story.  He took a good chunk to retell the WW II experiences of the protagonist which were of marginal relevance and definitely could have been shortened.,0
4.0,Better than the last few but not the best from John Grisham,"November 7, 2018",Yes,"I discovered John Grisham back in high school and he is one of my favorite authors. I've read every book he's written. I feel that for a few years now his stories have been more and more forced and less interesting. This book was an improvement over Gray Mountain, Camino Island, and The Rooster Bar, but was worlds away from The Racketeer and The King of Torts. I understand that he can't tell the same story twice but I am tired of being disappointed at the end of the book I've waited a year to read. I preorder every book he writes and usually finish it within a week or two of it being delivered, but anymore I do so hoping and praying the latest release will leave me speechless as his older books did..",0
5.0,Different than other Grisham novels,"November 9, 2018",Yes,"Grisham is my favorite author hands down and The Reckoning is in the top 3 for me of all of his novels. I prefer his books that are based in Mississippi, and this one is. It is different in the sense that it is broken down into 3 sections. The first section describes the case involved, which gets you hooked. The second second is more of a history lesson. I could understand how some readers could get very bored with this section. I thoroughly enjoyed since I am an avid World War 2 reader. I have read most of the books he used for ideas in this section. The third section brings the whole novel together. The ending could be a little disappointing for some readers, but I thought it was phenomenal, especially when you think of all of the consequences for a senseless crime brought with it.",1
4.0,Is This a Typical John Grisham Book?,"November 10, 2018",Yes,Yes and no. Yes because like all his other books the law and lawyers are involved. No because a reader could see the end coming for a mile. Yet good old John kept a surprise for the very end and it is a zinger. This  is an excellent read and very entertaining. You can get very involved with the characters but will probably not feel real satisfaction. The reader must decide if the end was enough.,0
5.0,Another engaging novel from John Grisham,"November 1, 2018",Yes,I enjoyed every minute of this story. It kept me guessing til the end! Wonderful back story and interesting characters.,2
2.0,Not up to par.,"November 5, 2018",Yes,Not what I expect from Grisham.  Story rambled and the end made me wonder why I had spent the money to purchase it.,2
4.0,An interested book,"November 18, 2018",Yes,"I thoroughly enjoyed this story, but I was disappointed in the ending. The characters were outstanding and the description of the  Bataan Death March was excellent. I had an Uncle that went through  the horrible ordeal as well as a next door neighbor.  I met thinking as I came to the ending things would be alright, but  the story didn't have a chance to end any other way.",0
5.0,One of Grisham's top 3!,"November 1, 2018",Yes,"One of the top 3 Grisham novels, The Reckoning uses highly developed characters, vividly details the settings and brings to light tragic lossesfor the US Military that fail to be taught in much of today's history.  This novel about a time well before social media, exposes a new generation of readers to real community of people instead of devices and proves once again that conveniences and comforts may change but we still face the same enemies of shame, rejection, and jealousy.",0
1.0,Terrible ending!,"November 15, 2018",Yes,"As always, Grisham's writing style is outstanding however, the ending is so terrible that I would give it zero stars if I could.  I cannot recommend this book and somewhat resent the time spent reading it.  The main character, although a war hero, is a stubborn man who is easy to despise and deserved ""Old Sparky"".",1
1.0,Very Disappointing,"November 5, 2018",Yes,"Probably the last time I'll buy one of John Grisham's books and I've read them all from his first book. This one just plods along - too much detail, too much repetition. I couldn't even finish the book and had no interest in the outcome.",2
3.0,Plot but too much story,"November 5, 2018",Yes,"The full story and the surprising conclusion was good.  But there was way, way too much in the middle.  The whole story of the Batan Death March did not have to be told--in fact, most of it could have been eliminated with some sort of story of the time spent coming home and recovering from the war wounds.  Therefor, this book was not up to Grisham's usual compelling complete tale.",0
3.0,Disappointing,"November 18, 2018",Yes,"As always, Grisham is an excellent story teller always captivating  and entertaining. But his story was literally all over the map.If he wanted to write a war story great, but.to wildly switch genres in the middle of the book was odd. Grisham over the years has.had relatively weak endings to his books. The ending to this book is the worst ever and highly disappointing. The reader is strung along waiting for the revealing of a huge secret. Finally it is revealed in the last two pages using characters and events that were not mentioned or even alluded to in any of the previous chapters. Very strange and disappointing.",0
5.0,The Reckoning,"November 21, 2018",Yes,"This is a very differently written novel and I was not sure I could finish it .  It seemed sequentially ""backward"" the way it was written.  As I pushed through it I became more and more interested and did like the ending.  I think the war was a bit over emphasized and drawn out and even boring but all in all it was a good read for me.  Very different approach.....",0
3.0,Not too believable,"December 6, 2018",Yes,"The best part of this book is action that takes place in the Philippines during WWII. For a Pacific Theater student, this was an interesting and informative section of Grisham’s novel( since it was based on historical evidence ); however, the premise, although supposedly referring to an actual event, was very much far- fetched and stretched credulity.",0
5.0,Another winner,"November 2, 2018",Yes,"Given that I was born &amp; raised in the Miss. Delta, Parchman is a familiar place; I remember seeing the inmates sitting outside on Sundays and I remember the cotton fields where they worked in their striped uniforms. By the time I finished the book I was emotionally wrung out. The story was compelling and I knew it would not end as I hoped. John Grisham always surprises me. I have read all of his books and will be watching for the next one.",1
2.0,Disappointed,"November 5, 2018",Yes,"I don't know where to start.  I don't like to step back in the timeline of the story.  That would have been okay except the part 2 was long with no build up of the plot.  At least he did wrap up the story in part three, except that the fact that the man adultertaing with the wife being black is no longer the shocking fact it would have been in the setting.",0
4.0,Sad but good,"November 5, 2018",Yes,I will read anything John Grisham writes but this is not his best story. Sad and depressing but informative in the parts about WW 2 in the Philippines. There was some legal thriller in it but not enough for me. This is not typical for Mr. Grisham.....to have so many unlikeable sad characters in a story. But I do like the way he tells a story. He gets right to the point.,0
5.0,LIFELONG SECRETS,"December 4, 2018",Yes,As always John Grisham has outdone himself. I'm always fascinated by the mystery behind his stories. His characters are realistic and the life events are something that could occurs in anybodies life. I enjoy how smoothly he writes and makes the reader feel like that are a part of the story. I am always amazed how he integrates his legal knowledge in his books.,1
1.0,What a horrible story,"October 25, 2018",Yes,What a horrible story.  Might as well read war news from Syria.,2
5.0,With each betrayal...,"November 8, 2018",Yes,"There comes a reckoning. A secret buried in the mind of a woman gone mad. This book covers three very distinct time frames in the life of a man accused of killing a preacher in cold blooded murder. What brought this war hero to do something so sure of ending his own life, and the problems it brought his family, make for a great read. A Grisham winner.",1
1.0,A waste of time and money.,"November 12, 2018",Yes,Don't waste your time or money. One of the worst books Grisham has written. It seems to me he has gotten away from his orginal writing style. This book is really an extremely grapic book about WW2. Didn't like anything about it. I'm so sorry that I wasted my time. Not buying anymore of his books.,2
3.0,Good Writing But a Poor Ending,"November 30, 2018",Yes,"As usual Mr. Grisham's writing is very good, but I thought the ending was unsatisfactory. It had the feel of ""I tired of this, let's wrap it up"". I would also say it was pretty obvious (to me at least) where the ""mystery"" was headed. I also didn't really think some of the action was very believable. Overall, in my opinion, not one of his best.",0
5.0,Extraordinary,"October 26, 2018",Yes,"I enjoy all of Grisham's books but this one is at the top of my list. A compelling story with historical events and an ending I never saw coming. Thanks, John, for writing another fantastic read.",1
2.0,Beware,"November 25, 2018",Yes,"This book is more about some desire to retell the story of the Bataan Death March, than be a legal thriller..Be forwarned if you are not into war stories.  The two halves tie loosely together.  With not much suspense ( you are told at the beginning that the motive will remain unknown) you are left to immerse yourself in the details of life in Mississippi following WWII.  Neither make for a satisfying read. It doesn't hold your interest.",0
2.0,Not Grisham's Best,"November 20, 2018",Yes,"I've read all of Grisham's books and usually really enjoy them.  Not so in this case.  The book really dragged for me in the parts about the main characters involvement as a P.O.W. in World War 2.  The ""shocking surprise"" was not truly shocking and the whole book was just so-so.  It'll sell tons because of who the author is, but one would be wise to wait and check this one out of the library.",0
1.0,Disappointing,"November 9, 2018",Yes,"I came late to the game with John Grisham, maybe seven or eight years ago, although I had enjoyed movies made from his books much earlier than that. Ever since I discovered I enjoyed his writing voice, I've read a large amount of the back list and pre-ordered new ones when they were announced. This one was a complete fail in my opinion, in fact I couldn't even finish it. Life's too short and I have a large library of favorites to re-read when stuck for new. It's a shame, mostly because now his books won't be on my automatic pre-order list for sure.",0
3.0,Disheartening Read.,"November 26, 2018",Yes,"Actually three is a pretty high rating for that way I felt when I finished this book. Besides the tiny tale that was stuck in the middle of this tome, Mr. Grisham... really what was your purpose in writing this? The climax of the story is 1/4 of the way into it. Thereafter, I found myself plugging along trying to find justification for what happened through a convoluted plot of poor character development. This will be the last of your books that I purchase.",1
1.0,Disappointed again,"November 5, 2018",Yes,"There have been other reviews that will be similar to mine and I thank previous reviewers for warning me skip large percentages of this book (about 45%). I did not want a detailed and graphic war story of US and Philippine troops under siege by Japanese troops. I thought I was getting a legal thriller. Yes, authors change styles and topics but even the other 55% was disappointing. I have read every one of his books. Save your $14.",3
5.0,"The Reckoning is not an usual John Grisham book, but I loved it anyway!","November 5, 2018",Yes,"I love John Grisham’s legal novels already.  This is a departure from those, but there is still some legal involvement.  I could not put the book down during the part of the protagonist’s period as a prisoner of war in the Phillipines during World War II!  I could easily have read this book without putting it down, if I had had the time!",0
5.0,Half good half not,"October 25, 2018",Yes,My uncle died on the Battansp? Death March. I enjoyed the story mostly except when he was put to death. Have found that every other of Mr. Grisham's books are good. Guess this one was half good and half not.,2
5.0,Great read.,"November 2, 2018",Yes,"I've read all of Grisham's books and this was probably the strangest. It was like reading a Nelson Demille book. Long with a ton of filler. I found the war portion fascinating. The sheer amount of research required would be incredible. The story line itself and the conclusion was amazing. In my opinion, this is one of his best works.",1
